Species	6785	7135	5664	7296	6282	6733	6148	TC03G002530	AT5G08530	TC03G001430	5842	5913	5477	7583	TC00G083870	5449	5821	AT3G02760	6265	6620	6527	7021	TC05G005750	6274	6393	AT5G13030	NM_124699.3	5260	6859	7363	AT5G21070	6914	5816	5614	6363	5634	NM_179236.3	5335	4724	6398	TC09G026260	TC00G047210	AT3G59040	TC01G002420	6779	KT377118.1	KT377126.1	TC05G029300	5699	5034	6641	5116	5220	7141	TC02G009310	6238	6705	6563	6732	5536	5841	5870	4890	6299	5326	AT3G53700	TC08G013000	5772	5318	6782	6955	6004	4796	6954	5926	AT4G15420	6226	AT5G02860	5791	TC04G030490	AT4G00740	TC01G033670	6679	6056	5347	4757	AT3G46610	AT5G13520	5333	6198	5163	7111	7628	AT3G10150	AT3G56940	7136	TC02G004290	5328	5918	5703	6164	5090	5454	5273	7174	6533	AT4G33945	4802	AT5G55960	5339	5919	5366	6552	7367	6460	5981	5802	6459	6969	6098	6979	5857	5977	5489	6946	5936	6064	5355	6506	5463	5594	6387	6221	4793	6797	4942	6270	6913	6854	7128	TC04G019470	TC07G000920	TC06G006880	AT3G54690	5644	5968	AT3G04880	TC09G007890	5656	TC02G024400	5296	5733	6538	6933	TC01G007130	6227	6034	6457	6540	TC02G003180	5426	6958	6366	AT2G31240	5354	5849	6072	7194	5770	AT4G38890	KT377078.1	6041	6962	5206	6500	6550	5910	5942	5596	TC09G017950	6792	6860	AT3G54090	6110	TC01G021540	5865	AT1G52310	AT5G57930	6893	6150	6450	5945	AT1G02020	TC05G022880	TC01G032610	5162	5406	NM_113708.2	TC04G026920	6383	AT5G64370	KT377086.1	5940	6570	4992	AT5G50280	6048	6978	7336	TC09G010970	6531	TC09G009480	NM_001198514.1	NM_148067.4	TC05G027690	TC02G026940	KT377070.1	5941	5949	7028	KT377102.1	6130	6977	6483	6439	6036	6406	AT5G13630	6320	5427	5639	AT5G40440	4954	AT1G65380	AT3G56460	6051	5348	AT4G39520	AJ133743.1	TC04G028160	5428	7325	TC02G006310	5434	6947	5343	6909	AT3G26782	6379	6407	TC01G005310	6865	4951	6528	TC04G030670	5138	7572	AT5G13400	TC06G016050	5264	5531	6667	6875	AT2G35790	AT1G17160	4806	7024	6924	TC09G026350	TC09G025650	TC03G025580	6713	TC01G019250	TC06G020780	TC09G004790	5815	6492	TC05G003200	6882	6995	7331	TC03G023900	6639	TC05G024510	5859	6848	AT1G48520	6114	4932	7273	5980	6565	5104	6284	6412	5893	6825	6000	5064	5398	5464	6494	TC01G040040	6448	6488	KT377094.1	5421	5177	TC01G019030	AT2G33630	5716	6378	5271	6636	6532	5032	6507	5460	4848	5702	6139	6864	6631	7333	7371	6544	6557	7602	6050	6487	5866	6405	AT2G35130	TC03G010340	4744	6601	6175	6318	TC07G011130	5578	4889	7029	TC05G008010	5554	AT5G23940	5843	TC06G011670	TC09G034320	TC04G015820	4471	5960	7324	5123	5933	6401	7577	TC03G012430	AT2G01650	6119	TC02G023190	5188	6780	5599	5958	6447	6216	6791	6430	5990	AT3G24190	6420	AT1G63680	5513	6883	4691	5469	TC03G028600	5660	7241	7279	TC07G000500
FMN_104811_P009_WE07	0	138	114	0	144	0	111	792	1458	807	0	219	399	0	2472	561	0	762	0	240	174	195	387	72	0	837	147	0	120	0	324	192	165	0	0	0	1041	54	327	153	579	252	570	1023	0	498	228	888	267	0	186	174	282	0	675	246	201	471	0	0	372	225	0	0	312	789	990	0	105	255	0	429	0	0	132	1188	168	1281	117	501	1056	786	0	93	150	177	1350	1584	0	0	222	0	162	273	699	213	651	426	0	0	0	195	618	246	0	282	297	120	1803	189	576	69	0	0	558	0	96	294	0	984	651	264	0	0	0	471	0	0	0	195	252	249	183	0	0	270	0	369	195	240	645	300	1254	660	207	0	918	1542	132	1215	0	0	0	0	1266	591	0	0	0	996	753	117	0	1506	0	171	0	0	0	684	99	246	0	171	297	267	324	495	840	846	327	138	732	234	303	0	1002	834	0	0	0	378	1467	399	384	237	510	240	567	0	996	453	153	492	381	825	0	0	0	513	363	822	1146	495	825	921	543	252	126	0	270	144	0	0	396	483	0	3498	228	96	327	360	555	906	459	981	0	312	1002	459	0	0	450	732	150	423	279	1437	0	0	627	153	0	291	612	0	432	1857	822	660	195	438	738	564	675	0	0	195	999	552	813	0	1719	0	642	132	384	603	0	0	111	609	123	1635	396	0	624	0	357	102	291	0	0	714	0	0	0	183	0	252	141	267	951	78	0	204	87	0	354	1245	189	0	0	0	96	0	0	87	312	240	321	0	0	510	0	333	0	168	0	513	0	0	564	768	0	0	882	0	504	192	0	102	1359	231	912	0	825	1389	1347	123	0	234	0	285	0	0	594	1395	672	723	183	0	0	195	0	0	0	0	144	702	318	1914	138	177	180	153	408	0	153	0	1149
FMN_104811_P009_WE09	0	249	135	0	300	0	0	948	1458	807	0	204	477	0	2544	465	0	2358	0	393	300	198	1074	222	0	1437	147	0	291	0	519	372	297	141	186	0	1371	84	438	153	597	441	615	1062	147	738	513	1788	291	0	270	273	297	0	675	393	228	513	0	0	372	225	0	0	540	882	990	0	216	255	324	573	0	204	198	1413	168	1509	120	1068	1068	807	0	93	219	420	1647	1746	0	0	405	0	0	711	810	213	651	441	126	0	0	231	900	312	0	342	297	393	1878	393	618	69	0	0	639	0	120	336	0	1167	579	288	0	0	0	666	0	0	0	309	540	390	264	0	0	294	0	633	225	369	747	708	1317	657	315	153	918	1560	159	1215	0	0	0	0	1362	591	0	0	0	1032	891	261	0	1590	0	171	0	0	0	756	306	384	129	171	492	267	345	600	1404	1386	384	264	1311	321	432	0	1206	834	0	0	234	426	1632	606	543	666	912	312	786	0	996	663	303	519	573	2001	0	276	348	513	402	822	1146	633	909	636	630	342	177	0	270	270	0	117	447	672	0	3600	240	240	375	666	993	906	807	1290	0	606	993	870	0	0	450	918	0	411	372	1431	0	0	798	246	0	324	645	0	558	1857	819	702	255	549	1305	564	699	69	0	195	999	681	1419	0	1719	390	663	180	387	603	0	0	132	681	180	1635	567	255	624	0	534	147	414	0	0	714	0	303	0	273	0	507	138	447	951	90	0	204	141	0	747	1371	444	192	0	0	138	111	0	87	465	324	471	0	0	753	0	579	0	351	0	963	0	180	870	792	0	267	1146	0	585	180	0	189	1968	504	915	0	1011	1389	2049	120	0	345	0	384	0	0	1137	1374	864	723	285	0	0	354	0	171	0	0	207	702	339	2016	210	228	285	279	648	0	0	0	1248
FMN_104811_P009_WE10	0	132	0	0	162	0	0	768	1458	807	159	0	399	0	2514	465	0	1074	0	0	174	159	312	0	0	837	147	0	0	0	321	192	0	0	0	0	1035	0	252	135	579	243	339	1017	0	459	216	888	228	0	186	174	297	0	675	0	228	291	0	0	372	180	0	0	429	798	990	0	105	225	156	333	0	0	135	1188	168	939	117	486	831	786	0	0	219	0	1356	1611	0	0	141	0	0	276	501	210	654	372	0	0	0	201	684	234	0	297	297	165	1806	189	582	69	0	0	510	0	0	282	0	1068	477	288	0	0	0	273	0	0	0	159	0	300	261	0	0	204	0	387	192	195	630	300	1272	660	207	0	918	1548	0	1212	0	0	0	0	1359	591	0	0	0	978	741	117	0	741	0	156	0	0	0	681	165	210	0	171	207	267	267	426	1041	876	288	126	732	285	297	0	657	834	0	0	0	231	1440	423	429	126	336	240	618	0	996	324	384	465	612	756	0	159	0	513	300	822	1122	378	825	939	549	177	0	0	261	144	0	0	252	483	0	2655	153	96	351	447	555	792	459	606	0	498	483	480	0	0	450	558	0	423	291	1431	0	0	627	153	0	378	612	0	408	1857	777	660	234	285	726	558	645	0	0	180	966	519	777	0	1722	0	609	180	387	603	0	0	0	516	147	1635	405	180	600	0	363	102	291	0	0	714	0	198	0	129	0	240	141	270	948	78	69	204	72	0	378	777	252	117	0	0	123	0	0	87	387	237	267	0	0	498	0	324	0	231	0	549	0	0	483	786	0	0	882	0	294	0	0	0	1026	201	870	0	831	921	831	123	0	207	0	177	0	0	564	1395	729	723	183	0	0	360	0	0	0	0	147	375	312	1899	156	141	0	150	408	213	153	0	939
FMN_104811_P009_WE11	72	186	144	0	258	0	144	1005	1452	789	165	294	399	0	2547	468	0	2358	120	210	243	222	483	0	0	1377	168	0	195	0	519	303	222	273	249	129	1041	54	438	225	579	327	693	1023	0	741	504	1623	291	0	219	174	297	0	687	453	228	513	0	0	372	219	0	0	528	1272	990	0	156	318	189	492	0	297	126	1413	168	1404	120	981	678	813	0	93	219	222	1659	1605	0	0	369	0	159	939	834	213	642	441	123	0	0	249	672	393	0	372	414	387	1848	309	585	69	0	0	456	222	204	330	0	1155	690	288	0	0	0	678	0	0	123	309	441	321	231	0	0	270	0	633	225	441	777	732	1317	603	330	120	918	1551	159	1215	0	0	0	0	1356	591	0	0	0	996	1128	285	0	1518	0	207	0	0	0	1218	282	411	159	195	471	267	345	600	1413	1965	384	264	1293	312	429	144	1134	834	0	0	183	426	1632	669	468	300	1104	306	879	0	996	699	144	519	684	1998	0	159	354	516	408	822	1224	654	909	1359	630	228	234	216	270	294	0	0	432	540	0	3567	210	129	342	555	993	900	807	1290	0	540	606	870	0	0	450	648	0	423	540	1437	0	0	852	246	0	378	645	0	531	1857	825	696	255	540	1305	564	699	72	120	246	999	669	1416	0	1719	0	663	261	411	558	0	0	123	681	171	1635	600	258	624	0	555	129	381	0	0	714	0	330	195	198	0	507	144	483	954	78	0	204	117	174	837	1245	684	219	0	0	96	0	0	0	375	297	444	0	0	603	0	384	0	372	0	603	0	150	804	789	0	255	1143	0	522	180	0	159	1980	504	897	0	1014	1389	1845	120	0	324	0	423	0	0	1410	1395	1389	723	240	0	0	360	162	171	0	0	189	399	339	2043	219	201	255	303	648	0	153	0	1218
FMN_104811_P009_WF02	0	150	0	0	186	0	0	792	1458	801	0	0	399	0	2478	489	0	1065	0	0	246	162	336	0	0	837	147	0	144	0	324	192	0	0	0	0	873	84	393	153	564	216	495	558	0	609	231	741	291	0	186	174	225	0	417	219	156	444	0	0	348	180	0	0	483	825	990	0	132	189	0	336	0	0	135	1188	168	1173	117	909	849	786	0	93	159	177	1350	1584	0	0	186	0	0	501	717	213	435	372	0	0	0	231	267	0	0	234	318	195	1275	291	570	69	0	0	585	0	123	297	0	1143	342	207	0	0	0	405	0	0	108	159	0	258	264	0	0	270	0	387	195	309	567	318	1317	639	207	78	513	1554	0	1215	0	0	0	0	1344	486	0	0	0	984	729	159	0	1521	0	171	0	0	0	684	144	258	0	171	261	267	270	594	414	1323	306	138	693	252	345	0	1047	834	0	0	0	306	1443	474	429	291	510	222	711	0	633	411	0	492	381	654	0	144	0	519	336	822	1122	480	825	930	549	189	0	0	264	147	0	0	279	483	0	1536	165	0	348	360	555	870	345	954	0	489	969	498	0	0	450	795	0	423	264	1179	0	0	615	153	0	291	642	0	234	1407	702	660	228	438	726	564	516	111	0	195	999	576	1371	0	1722	0	633	180	387	597	0	0	0	639	123	1635	462	138	393	0	354	102	249	0	0	714	0	231	0	213	0	480	0	312	876	78	0	204	72	0	726	843	300	0	0	0	123	0	0	0	348	237	468	0	0	537	0	279	0	0	0	489	0	0	420	705	0	0	966	0	465	0	0	0	1971	222	894	0	891	1389	864	123	159	237	0	243	0	0	1137	1347	642	723	0	0	0	360	0	84	0	0	0	702	339	1029	129	99	228	150	648	0	0	0	1059
FMN_104811_P009_WF03	0	288	216	0	270	0	168	975	1458	807	165	0	495	0	2580	501	234	2013	0	426	297	192	597	183	0	1380	168	0	306	0	519	249	216	141	0	0	1371	54	483	378	579	408	615	489	0	762	456	942	222	0	324	213	297	0	675	348	228	459	0	0	372	252	0	183	627	1272	990	0	249	255	0	537	0	168	237	1413	168	1422	120	954	1149	804	84	123	219	309	1659	1722	0	0	252	0	0	930	834	210	657	441	201	0	174	267	882	390	0	495	351	393	1944	393	645	69	0	0	621	204	240	288	0	1212	582	288	0	93	0	786	0	0	171	306	327	363	270	0	234	306	0	633	360	453	741	477	1317	603	354	120	912	1560	159	1215	0	0	0	0	1362	309	0	183	0	1032	1044	279	0	1566	0	171	0	0	0	1092	318	513	225	228	636	267	354	600	1518	1959	402	264	1269	312	450	198	1503	834	0	0	300	426	1632	669	696	555	759	324	906	0	996	657	177	519	564	1998	0	255	0	570	408	822	2265	555	921	1359	630	234	249	0	267	294	132	0	432	699	0	3546	228	171	435	666	993	906	807	1185	0	597	1011	867	0	0	486	612	0	423	402	1437	0	0	780	246	0	378	930	273	618	1860	822	762	255	438	1305	564	699	0	120	195	999	681	1620	0	1719	465	663	186	387	597	159	0	0	675	264	1635	621	189	624	0	567	102	291	0	0	714	0	381	180	219	0	546	96	519	1005	126	252	204	141	0	903	1272	693	177	0	0	120	0	0	87	396	324	468	0	0	567	0	363	0	414	0	534	0	147	696	744	0	255	1146	0	576	204	120	159	1644	504	924	0	1074	1389	2049	123	207	417	0	363	0	0	1410	1395	822	723	264	0	0	360	0	156	0	0	207	702	339	2046	210	228	291	270	648	213	192	0	1233
FMN_104811_P009_WF05	0	126	0	0	111	0	0	399	1458	813	0	276	258	0	2493	249	0	1074	0	222	174	162	291	0	0	837	141	0	120	0	324	192	0	0	147	0	1362	54	375	93	504	192	252	1023	0	414	228	888	0	0	186	159	246	0	675	0	228	291	0	0	264	180	0	0	267	609	594	0	0	174	0	264	0	0	135	1188	162	852	0	378	681	780	0	0	219	0	1296	1542	0	0	141	0	0	273	666	213	651	369	0	0	0	198	624	111	0	234	291	99	1689	117	516	69	0	0	435	0	0	237	0	1017	285	0	0	0	0	228	0	0	0	174	0	288	159	0	0	174	0	285	159	144	585	270	1164	654	207	0	918	1317	0	1215	0	0	0	0	1344	273	0	0	0	936	642	0	0	1515	0	171	0	0	0	558	99	168	0	171	207	258	255	528	420	624	273	0	519	243	225	84	576	834	0	0	0	177	1443	483	372	0	285	210	390	0	591	318	0	291	237	726	0	0	0	513	114	822	1122	378	759	804	528	0	0	0	270	147	0	0	123	483	0	2289	195	0	186	360	555	756	315	558	0	312	579	387	0	0	450	633	0	414	174	1422	0	0	627	99	0	291	366	0	258	825	675	660	75	324	726	552	534	0	0	0	888	447	600	0	1722	0	609	132	387	597	0	0	0	609	0	945	369	0	624	0	357	0	120	0	0	714	0	180	0	147	0	210	141	267	861	0	0	225	0	0	360	474	168	0	0	0	0	0	0	0	252	204	216	0	0	351	0	369	0	126	0	297	0	0	486	570	0	0	537	0	291	0	0	0	1980	309	870	0	768	1389	711	117	0	288	0	132	0	0	1137	1395	555	723	60	0	0	360	0	0	0	0	0	375	249	1899	129	105	0	153	408	0	0	0	1089
FMN_104811_P009_WF06	0	126	0	0	141	0	198	870	1458	807	144	237	399	0	2529	468	0	1287	0	0	252	159	465	0	0	837	168	0	171	0	519	180	0	213	159	0	1041	54	387	153	558	255	654	1023	0	519	423	888	249	0	186	213	297	0	675	132	198	444	0	0	372	180	0	0	549	1272	990	0	66	255	0	396	0	0	207	1188	168	1338	102	888	1047	786	90	93	105	177	1404	1692	0	0	264	0	0	612	744	213	651	441	0	0	231	231	717	0	0	234	294	171	1734	249	573	69	0	0	531	171	237	282	0	1065	444	249	0	0	0	411	0	0	0	159	0	384	159	0	0	270	0	393	195	270	687	336	816	660	303	78	918	1551	0	909	0	0	0	0	1359	591	0	0	0	939	801	153	0	1509	0	171	0	0	0	684	99	279	0	174	453	252	345	600	1287	1944	333	261	693	240	387	84	1080	834	0	0	267	402	1467	483	426	249	504	324	672	0	996	318	288	519	564	894	0	207	0	513	363	822	1146	495	909	1350	588	216	0	0	270	150	0	0	459	474	0	2655	156	129	336	447	576	906	459	1218	0	492	1002	447	0	0	450	906	0	423	351	1437	0	0	681	141	0	375	639	0	420	1857	825	660	165	516	726	564	699	0	0	216	999	588	1452	0	1722	0	663	180	387	600	0	0	0	666	123	1635	570	0	624	0	387	120	291	0	0	714	0	285	0	174	0	444	96	258	951	0	0	204	141	0	729	1245	354	162	0	0	96	0	0	0	327	240	318	0	0	663	0	306	0	231	0	504	0	0	696	771	0	162	888	0	495	0	0	159	1971	414	903	0	870	1389	1368	141	0	270	123	321	0	0	642	1395	798	723	246	0	0	360	0	105	0	0	138	381	339	2013	129	201	231	150	648	0	153	0	1230
FMN_104811_P009_WF07	0	171	0	0	180	0	0	732	1452	801	0	0	399	0	2475	468	0	1074	0	252	174	162	585	150	0	837	144	0	105	0	324	192	0	141	0	0	1365	54	345	135	486	222	255	543	0	477	228	888	273	0	186	174	297	0	687	0	192	291	0	0	264	180	0	0	492	780	990	0	105	249	0	372	0	0	132	1188	147	1245	72	429	1086	786	0	93	144	225	1347	1542	282	0	222	0	0	375	699	213	651	429	0	0	0	231	267	129	0	234	297	120	1761	189	585	69	0	0	405	237	147	237	0	1059	336	258	0	0	0	258	0	0	0	159	207	303	159	0	0	270	0	369	195	159	654	360	1164	660	207	0	918	1554	0	1215	0	0	0	0	1359	321	0	0	0	1032	681	117	0	1311	0	171	0	0	0	678	99	204	0	171	234	267	291	573	978	879	300	147	732	318	291	84	576	834	0	0	0	234	1443	423	402	201	504	264	651	0	996	318	147	465	399	726	0	228	0	513	186	822	1065	393	807	921	528	252	0	0	270	147	0	0	282	534	0	2649	0	96	357	360	555	903	459	924	0	516	996	426	0	0	444	708	0	423	279	1437	0	0	627	135	0	291	600	0	450	1731	762	660	165	165	726	564	516	0	0	168	990	570	729	0	1722	0	609	174	399	597	0	0	93	609	123	1623	471	123	420	0	357	102	291	0	0	714	0	0	0	129	0	255	0	309	918	78	0	204	72	0	471	816	192	123	0	0	96	0	0	87	276	198	252	0	0	399	0	357	0	126	0	600	0	0	564	648	0	0	765	0	420	177	0	102	1971	192	918	0	792	1389	828	123	0	312	0	222	0	0	528	1395	699	723	189	0	0	186	0	84	0	0	162	375	339	1710	129	153	255	150	480	0	102	0	1200
FMN_104811_P009_WF08	0	126	0	0	0	0	0	264	1458	768	0	0	141	0	1041	195	0	1065	0	0	174	0	0	0	0	588	156	0	0	0	324	183	0	0	0	0	705	0	306	0	486	246	255	1062	0	360	225	888	0	0	0	0	219	0	555	0	0	291	0	0	258	72	0	0	252	381	543	0	66	0	0	381	0	0	132	819	0	879	117	219	414	780	0	0	0	0	783	702	0	0	141	0	0	273	321	138	624	237	0	0	0	0	0	0	0	0	318	0	1611	174	492	69	0	0	393	0	123	0	0	462	0	0	0	0	0	153	0	0	0	159	0	0	144	0	0	0	0	240	192	87	540	147	1125	423	207	0	855	552	0	942	0	0	0	0	1185	237	0	0	0	939	387	0	0	1068	0	171	0	0	0	459	99	177	0	171	0	0	0	231	390	753	186	0	447	0	345	0	507	600	0	0	0	0	1221	378	0	0	264	222	219	0	606	318	0	309	198	528	0	0	0	513	69	714	741	348	708	714	513	0	0	0	228	0	0	0	123	267	0	2178	0	0	255	360	555	840	276	294	0	312	933	318	0	0	228	558	0	387	108	969	0	0	528	0	0	282	252	0	0	384	402	456	0	285	726	465	351	0	0	0	672	396	552	0	990	0	609	132	249	555	0	0	0	609	0	726	294	0	624	0	192	0	123	0	0	693	0	0	0	0	0	108	0	231	816	0	0	204	0	0	207	645	105	0	0	0	0	0	0	0	216	0	195	0	0	0	0	147	0	0	0	282	0	0	441	555	0	0	552	0	276	0	0	0	807	192	699	0	543	774	540	123	0	162	0	0	0	0	1026	1107	387	723	0	0	0	0	0	0	0	0	0	375	249	1044	0	105	0	150	270	0	0	0	801
FMN_104811_P009_WF09	0	126	0	0	0	0	0	690	1359	804	0	0	141	0	2427	447	0	1074	0	0	174	162	306	0	0	588	147	0	138	0	324	192	0	0	0	0	1194	0	240	135	513	195	252	1023	0	282	228	888	123	0	186	156	222	0	582	0	0	444	0	0	243	150	0	0	249	390	990	0	0	147	0	348	0	0	135	1188	0	897	72	351	414	780	0	90	156	153	1323	1542	0	0	141	0	0	273	399	213	657	279	0	0	0	156	255	0	0	234	291	99	1677	72	507	69	0	0	384	0	0	225	0	906	339	189	0	0	0	135	0	0	0	150	0	0	156	0	0	177	0	186	195	144	570	225	1239	603	207	0	900	1548	0	1215	0	0	0	0	1290	273	0	0	0	936	417	90	0	1515	0	156	0	0	0	558	99	195	0	195	0	240	252	402	570	624	162	0	519	225	312	84	618	834	0	0	0	222	744	384	384	0	255	144	441	0	573	249	0	291	144	729	0	0	0	513	114	894	915	354	762	795	528	0	0	198	270	147	0	0	123	480	0	1809	129	0	357	360	555	888	351	333	0	312	549	396	0	0	450	612	0	423	180	1428	0	0	528	105	0	204	324	0	258	765	768	546	60	285	726	558	516	0	0	153	909	432	669	0	1719	0	609	132	219	603	0	0	0	558	0	945	396	0	624	0	363	102	123	0	0	714	0	210	0	111	0	177	0	267	864	0	0	204	0	0	327	435	192	0	0	0	96	0	0	0	219	198	219	0	0	423	0	270	0	0	0	312	0	0	459	552	0	0	633	0	294	180	0	0	1167	198	870	0	780	774	723	120	0	126	0	150	0	0	1137	1170	684	723	0	0	0	150	0	129	0	0	0	375	291	1230	126	105	0	150	390	0	0	0	1176
FMN_104811_P009_WF10	72	186	216	0	255	0	0	861	1335	807	162	237	399	0	2517	465	228	1044	0	267	174	171	423	183	0	837	168	0	168	0	324	192	216	141	99	0	717	84	408	135	558	276	594	834	147	504	231	741	291	96	222	174	297	0	687	339	228	444	0	0	372	180	0	0	555	489	990	0	105	240	306	411	0	0	135	1188	168	1287	87	525	1053	528	0	93	180	237	1659	1692	0	75	216	0	0	666	774	213	651	429	84	0	0	231	651	285	0	234	297	156	1851	189	585	69	0	0	531	156	123	294	0	1161	447	285	0	93	0	438	0	0	177	291	489	336	198	0	75	249	0	405	189	213	687	318	624	660	303	75	783	1548	0	1215	0	0	0	0	1359	591	0	0	0	996	933	111	0	1197	0	171	0	117	0	708	165	243	0	171	477	267	267	600	1221	873	321	243	693	240	627	84	1083	834	0	0	240	252	753	660	516	330	414	261	699	0	996	339	237	519	564	888	0	129	0	513	381	822	1086	393	825	1359	597	297	126	198	267	165	0	117	435	483	0	1629	174	96	357	447	573	906	807	921	0	312	1002	456	0	0	450	558	0	423	180	1437	0	0	654	153	0	291	612	0	438	1857	825	660	258	285	738	564	681	111	0	195	999	564	1368	0	1722	0	663	180	387	600	0	0	78	660	156	1635	564	156	609	0	357	102	291	0	0	708	0	207	117	201	0	396	141	312	951	78	0	204	90	0	714	1176	297	282	0	0	93	0	0	0	330	240	312	0	0	597	0	375	0	309	0	537	0	0	564	765	0	147	966	0	471	201	0	159	1641	222	894	0	852	1389	1371	123	0	258	0	309	0	0	705	1395	807	723	162	0	0	357	0	153	0	0	207	459	339	1392	129	186	255	150	648	240	153	0	1203
FMN_104811_P009_WF11	0	126	0	0	0	0	0	303	1458	777	0	0	258	0	2445	252	0	1074	0	231	174	156	348	0	0	837	111	0	0	0	324	192	0	0	0	0	705	84	300	135	486	189	252	1023	0	456	222	888	222	0	186	174	282	0	687	0	0	288	0	0	264	180	0	0	285	402	594	0	0	192	0	282	0	0	135	1188	0	879	117	381	600	780	0	123	0	177	1317	1548	0	0	141	0	0	273	330	165	648	351	0	0	0	177	546	0	0	234	291	120	1470	189	534	69	0	0	417	0	123	261	0	654	282	222	0	0	0	156	0	0	0	159	0	246	141	0	0	159	0	408	195	0	609	273	1209	606	207	0	918	1002	0	1005	0	0	0	0	1269	423	0	0	0	936	396	117	0	909	0	171	0	0	0	408	99	168	0	171	207	267	303	549	990	603	255	0	693	270	297	0	576	834	0	0	0	192	1443	408	408	231	285	234	453	0	573	288	0	312	237	726	0	0	0	513	114	822	1122	378	738	774	543	150	0	0	270	147	0	0	144	477	0	2655	0	0	327	360	555	609	327	528	0	378	744	357	0	0	450	447	0	423	180	1170	0	0	627	123	0	276	264	0	213	1110	621	660	84	285	726	564	366	0	0	0	909	447	786	0	1509	0	522	132	300	597	0	0	0	528	0	1551	381	0	624	0	363	102	228	0	0	567	0	138	186	84	0	192	141	267	837	0	0	204	72	0	309	618	192	0	0	0	96	0	0	0	252	180	255	0	0	354	0	231	0	0	0	570	0	0	477	432	0	0	744	0	459	0	0	0	930	192	873	0	825	1104	738	81	0	126	0	0	0	0	513	1395	558	723	63	0	0	210	0	0	0	0	0	375	249	1455	129	0	165	153	390	0	0	0	1074
FMN_104811_P009_WF12	0	249	135	0	201	0	162	855	1449	810	0	261	399	0	2460	465	0	1107	0	312	210	210	585	189	0	861	147	0	156	0	519	192	279	141	0	0	1041	0	420	141	546	228	615	612	0	684	363	1782	291	0	243	174	297	0	687	339	228	441	0	0	372	180	0	0	732	1272	990	99	138	255	225	498	0	0	135	1413	168	1302	117	1044	1056	786	0	84	201	240	1653	1542	387	0	375	0	0	675	750	213	666	441	90	0	180	231	675	357	0	237	315	177	1821	234	582	69	0	0	606	0	126	273	0	1068	345	288	0	0	0	456	0	0	0	309	447	375	264	0	0	264	0	387	225	360	711	597	1317	663	354	90	918	1572	0	1215	0	0	0	0	1308	591	0	0	0	1032	963	117	0	1521	0	171	0	0	0	855	165	312	0	171	318	267	354	579	1095	1392	336	147	1209	321	498	240	576	834	0	0	282	426	1410	588	606	633	504	354	840	0	996	534	0	519	381	1263	0	0	0	537	375	825	1146	549	825	1359	630	255	126	0	273	207	66	0	432	483	0	2370	228	147	561	360	555	906	807	1239	0	480	1005	867	0	0	450	672	0	423	351	1437	0	0	696	246	0	306	609	0	453	1857	831	660	177	516	726	564	699	0	120	252	999	585	972	0	1227	294	609	180	387	600	0	0	87	657	156	1623	549	174	624	0	504	0	381	0	0	714	0	249	195	213	0	288	141	636	897	78	0	204	87	0	720	867	219	135	0	0	96	0	0	0	327	279	303	0	0	525	0	348	0	213	0	513	0	0	696	747	0	0	1146	0	504	201	0	0	1896	459	894	0	876	1272	2049	123	0	318	0	300	0	0	1356	1395	810	723	0	0	0	360	0	147	0	0	0	702	330	1932	231	201	255	150	648	378	0	0	1125
FMN_104811_P009_WG01	72	189	126	0	111	0	105	804	1458	792	0	276	399	0	2538	465	0	1053	0	240	177	171	369	171	0	837	99	0	102	0	324	192	177	0	0	0	792	54	339	135	522	0	615	1062	0	462	384	1461	291	0	186	174	297	0	675	249	228	291	0	0	372	180	0	0	543	825	990	0	108	255	276	459	0	0	135	1188	168	1272	114	462	1056	786	84	93	216	177	1659	1557	0	0	162	0	0	477	780	210	675	357	84	0	0	231	618	114	0	297	297	120	1827	243	582	69	0	0	501	0	0	243	0	1152	261	0	0	93	0	435	0	0	0	309	456	336	195	0	0	270	0	387	195	291	714	369	1251	663	207	90	918	1554	0	1215	0	0	0	0	1362	591	0	0	0	936	801	150	0	1521	0	171	0	0	0	747	204	222	0	171	360	261	297	420	1314	1086	345	141	693	270	474	273	1080	834	0	0	0	267	1599	564	384	519	768	309	624	0	996	570	375	510	381	873	0	0	138	516	291	780	1122	495	825	1353	558	276	0	0	270	189	0	0	417	492	0	2658	198	0	357	360	555	906	459	921	0	516	1002	465	0	0	450	558	0	423	351	1437	0	0	648	159	0	297	612	0	459	1854	768	660	219	285	732	564	690	0	120	0	999	576	1053	0	1719	363	624	180	387	540	0	0	78	609	135	1635	468	171	624	0	363	99	162	0	0	714	0	174	0	213	0	270	141	381	861	78	0	204	72	0	345	1272	219	108	0	0	123	0	0	0	270	237	246	0	0	393	0	333	0	0	126	552	0	0	588	600	0	0	1032	0	525	168	0	0	1986	384	861	0	924	690	2016	123	0	270	120	243	0	0	1137	1395	783	723	126	0	0	201	0	111	0	0	201	702	339	1449	129	156	282	150	648	0	132	0	1119
