Species	6733	TC01G007130	6958	TC01G019250	6978	5264	5354	AT1G48520	AT3G02760	6363	TC03G023900	TC04G028160	5449	TC02G024400	NM_179236.3	5913	5513	TC02G003180	6631	AT5G64370	6274	6875	4691	4992	TC01G002420	5104	6860	4954	6882	5398	5123	5116	5335	AT5G50280	7371	6050	AT3G53700	7241	5347	5958	6148	6216	5463	6995	5434	AT3G10150	6557	5477	5865	6150	5454	7194	6641	AT3G54090	TC06G011670	6507	7363	NM_148067.4	5866	6620	5489	6130	6946	6532	5634	4951	6265	5772	AT3G04880	6705	6064	6420	6864	KT377094.1	AT5G40440	4471	AT5G08530	AT3G59040	6483	5064	6962	AT5G21070	TC05G022880	5426	AT3G46610	TC06G020780	6538	7324	6401	6531	6639	AT2G31240	5594	5427	4793	7577	6318	6785	6732	6282	AT4G39520	7336	AT5G57930	5464	6825	5469	5260	5644	7141	6098	TC04G026920	6969	AT1G02020	5933	5816	5554	AT4G00740	6487	6636	TC03G001430	TC04G030670	4802	TC01G040040	AT4G33945	TC09G007890	TC01G019030	5919	6913	4724	TC09G034320	AT3G54690	6139	5090	TC03G010340	TC05G008010	6379	5926	7602	6533	5220	6570	6565	6601	5821	7333	5842	TC08G013000	5536	7583	AT2G33630	TC05G005750	6492	TC07G000920	5716	6459	7028	5980	6320	AT5G02860	6048	6270	5339	5977	6366	5326	6909	AT2G35790	5318	4942	TC00G083870	KT377070.1	5343	5355	AT3G26782	AT5G13400	TC05G024510	5815	5406	TC01G005310	TC04G015820	5941	AJ133743.1	6859	5664	5273	5770	5614	TC01G033670	4848	TC04G030490	AT1G65380	4889	6848	6540	7325	6407	TC00G047210	TC06G006880	6412	5942	TC09G025650	5945	6977	5859	6439	6056	AT3G56460	TC09G026260	6175	7135	TC07G011130	5791	TC02G006310	6933	7273	AT1G17160	6791	6448	6506	TC02G009310	5162	6563	5936	4890	6792	AT5G13630	TC03G028600	6041	6924	6227	6238	NM_113708.2	7111	6979	5857	6854	6198	6378	5849	5188	6955	KT377086.1	5596	5328	5163	5660	7136	6782	5531	6072	6393	6780	TC02G004290	5949	5599	AT4G15420	6552	5910	6387	4796	6034	6221	TC01G021540	6947	AT1G52310	NM_124699.3	6883	6460	5296	6679	AT5G13030	7296	6914	5333	5870	6779	5032	6488	7572	5841	TC03G025580	5271	6110	TC04G019470	7367	6450	5656	KT377078.1	TC05G029300	6865	6430	5893	7128	5639	7024	6954	TC05G027690	TC03G012430	4806	7279	AT2G35130	TC09G017950	5918	TC09G004790	6667	5699	TC09G010970	6447	6398	6457	NM_001198514.1	4932	6226	5990	AT5G23940	5802	6893	TC06G016050	6051	TC09G009480	6284	6406	TC01G032610	6405	7331	KT377126.1	AT5G13520	TC02G026940	6550	7174	TC03G002530	5460	AT3G56940	6494	6036	5981	6114	5703	6299	5968	4757	5421	5940	5843	5206	5177	TC02G023190	5578	6004	5960	6544	AT3G24190	TC05G003200	6527	TC07G000500	6000	5034	TC09G026350	5366	7021	5702	AT1G63680	5733	KT377102.1	7628	AT2G01650	6713	KT377118.1	6383	AT5G55960	5138	AT4G38890	6164	7029	5348	4744	5428	6119	6500	6528	6797
FMN_104811_P009_WF03	0	1679	585	2094	395	3167	0	996	4138	0	977	1749	1350	1597	5521	0	660	1519	0	1715	271	2211	397	816	1571	0	566	1651	313	1900	0	863	552	2771	0	0	1760	350	498	695	508	353	974	0	1109	1760	0	2499	289	0	1345	0	560	2077	1295	0	0	1516	0	447	399	628	0	775	0	0	0	0	1308	442	0	1021	0	861	2316	658	1912	2348	0	0	501	1420	913	1295	2124	468	0	847	0	1112	559	2006	330	456	0	0	0	0	0	734	1471	0	2151	309	364	870	0	841	0	1705	1065	0	2727	571	218	961	1941	2248	0	1205	1877	926	1382	1428	1961	1019	1013	2218	1696	1974	1668	1309	1337	930	2551	0	645	773	995	598	1088	0	1098	327	619	630	1656	0	0	2015	1316	712	1137	2104	871	0	851	716	1624	0	0	833	0	0	1453	1034	964	1750	1189	2836	1054	826	0	1896	2177	2051	1149	4166	1269	2368	516	1307	592	691	811	0	370	1306	1192	1114	1623	278	343	0	0	0	621	1622	0	722	976	1206	432	664	887	487	1559	932	2048	695	1003	1028	1133	0	417	1333	0	565	337	1310	641	1102	1766	0	786	4299	1539	1614	511	1571	669	791	0	849	538	1047	0	631	1310	943	0	1363	2469	748	650	261	1700	504	523	0	0	0	1118	572	0	2420	0	597	526	0	0	589	1123	0	2728	776	1196	867	0	380	2447	0	757	0	1417	0	0	545	856	2107	1883	0	377	980	0	392	298	1158	2401	1610	0	572	1242	808	260	238	1289	1802	0	0	2462	2453	373	1124	1193	558	1075	0	1005	295	4387	1624	401	439	1506	505	0	905	1464	2074	2601	0	792	329	0	1170	2120	1983	643	0	1226	326	1222	1188	2759	344	0	0	213	894	983	644	270	0	678	0	2374	331	798	446	2776	2236	1033	1309	1367	1185	0	1457	650	752	843	2494	0	1153	0	1918	0	1583	0	2104	418	2370	271	428	0	0	0	2355	1610	676	328
FMN_104811_P009_WF05	0	1412	0	1837	0	2268	0	768	3518	188	740	925	672	1358	4612	281	236	1089	0	1320	0	1577	0	584	1167	0	0	1163	0	801	0	239	217	1959	0	0	1025	0	338	423	0	0	288	0	1178	1425	0	981	201	0	687	0	316	1276	874	0	0	795	0	223	0	238	0	0	0	0	0	0	1026	331	0	396	0	495	893	247	1590	1101	0	0	0	666	583	733	1361	0	0	400	0	557	0	3099	0	0	0	0	0	0	0	208	772	0	1409	300	0	300	0	338	0	1228	631	0	1849	218	0	379	1469	938	0	904	1336	251	998	770	1601	362	647	940	615	1667	1078	304	477	630	2165	0	310	227	346	351	765	0	0	0	420	0	1367	0	0	1788	650	518	595	716	279	0	291	251	1353	0	0	449	0	0	520	370	614	0	559	2583	831	443	0	1612	2075	1910	475	1573	918	1724	0	1190	238	0	236	0	0	927	298	673	1113	0	0	0	0	0	230	1301	0	541	504	605	0	374	258	0	672	686	1250	260	596	0	737	0	0	651	0	0	0	903	0	670	990	0	439	3779	986	414	0	1220	0	463	0	504	0	292	0	0	533	186	0	832	1629	461	244	0	768	231	217	0	0	0	751	0	0	1697	0	270	290	0	0	232	270	0	1832	405	233	548	0	0	1789	0	273	0	395	0	0	0	513	686	1268	0	306	604	0	0	0	244	1944	562	0	214	241	248	0	0	801	1433	0	0	1529	1716	0	861	846	0	640	0	467	0	3357	939	263	0	1044	0	0	725	1238	1544	1592	0	386	0	0	678	1812	1413	377	0	897	0	958	560	1301	0	0	0	0	0	0	0	0	0	331	0	1472	0	337	0	909	1336	675	565	1109	747	0	943	223	214	411	2070	0	399	0	1510	0	918	0	1701	0	1340	0	0	0	0	0	974	514	414	0
FMN_104811_P009_WF06	0	1554	505	2067	343	2545	0	824	3705	264	920	1130	683	1388	5574	255	399	1164	0	1671	0	1746	245	856	1334	0	388	1397	0	1173	261	594	313	2495	0	0	1616	388	469	509	208	257	547	0	1111	1733	0	2007	302	0	1067	0	357	2391	1047	0	0	1511	0	0	0	320	0	437	0	0	0	0	1192	399	0	599	0	379	1632	332	1698	1903	0	0	0	1005	675	917	1998	0	0	491	0	991	272	1855	0	240	0	0	0	0	0	620	1112	0	1735	253	0	452	0	621	0	1407	672	0	2002	575	0	608	2092	1420	0	1003	1422	696	1181	1051	1819	788	726	1537	659	1760	1308	861	673	907	4241	0	438	369	387	411	893	0	259	0	679	215	1462	0	0	1919	947	550	848	1220	710	0	784	336	1555	0	0	512	0	0	964	850	772	355	598	2658	936	544	0	1743	2197	1850	885	3205	1078	2034	384	1277	357	0	0	0	232	1277	707	1019	1313	0	0	0	0	0	308	1426	0	726	696	1000	0	808	719	245	1344	807	1559	449	755	424	808	0	351	1159	0	0	0	1029	488	902	1557	0	616	4188	1415	965	358	1366	226	753	0	723	313	436	0	773	711	760	0	1125	1798	732	477	0	1239	412	346	0	0	0	836	0	0	2087	0	388	394	0	0	405	892	0	2183	717	715	687	0	263	2254	0	332	0	826	0	0	0	509	1092	1610	0	242	830	0	274	0	288	2170	1177	0	392	712	543	0	0	1138	1867	0	0	1997	2180	0	1010	988	516	934	0	961	0	3833	1187	264	301	1194	365	0	853	1344	1792	2112	0	563	0	0	880	2108	1738	359	0	1063	0	1008	699	1741	266	0	0	0	214	780	319	340	0	483	0	1713	0	484	0	1540	1762	961	830	1260	527	0	1176	320	285	429	2543	0	465	0	1598	0	1070	0	1912	0	1557	352	482	0	0	0	1826	1264	607	0
FMN_104811_P009_WF07	0	1565	259	1884	307	2245	0	808	3542	0	829	1115	699	1385	4844	0	274	1283	0	1441	198	1805	321	626	1217	0	241	1347	0	1000	0	388	254	2194	0	0	1299	261	314	515	0	208	338	0	929	1763	0	1550	218	0	1005	0	293	1385	1028	0	0	915	0	254	0	277	0	296	0	0	0	0	1019	285	0	817	0	553	1367	288	1642	1475	0	0	0	810	871	810	1819	0	0	524	0	954	209	1688	243	214	0	0	0	0	0	531	846	0	1596	0	0	412	0	419	0	1385	786	0	2019	451	0	604	1623	1299	0	966	1323	478	1119	1041	1864	929	697	1403	566	1746	1135	589	599	749	2227	0	356	226	385	391	854	0	0	0	550	0	1450	0	0	1866	1043	541	862	874	281	0	805	0	1441	0	0	428	0	0	874	689	663	248	932	2570	881	683	0	1667	2097	1951	820	2520	901	2044	355	1187	226	0	209	0	236	967	551	952	1338	0	211	0	0	0	353	1304	0	578	679	994	0	486	570	289	1187	674	1616	354	690	225	784	0	247	1139	0	144	0	1012	288	753	1368	0	527	4132	1276	927	234	1318	0	650	0	340	260	345	0	276	319	253	0	918	1501	578	400	0	1289	338	348	0	0	0	1504	0	0	1823	0	374	343	0	0	285	390	0	1992	417	533	514	0	0	2057	0	275	284	436	0	0	0	535	772	1411	0	328	688	0	0	0	324	2114	1041	0	0	598	555	0	0	919	1601	0	0	1752	1801	0	843	836	541	792	0	858	0	3644	901	259	240	1095	367	0	781	1332	1828	1789	0	429	0	217	897	1907	1623	360	0	1042	211	965	875	1347	298	0	0	0	0	408	240	202	0	345	0	1586	213	475	0	1634	1440	704	641	1238	504	0	1255	185	232	461	2183	0	392	0	1644	0	1063	0	1871	0	1495	0	221	0	0	0	1512	889	476	0
FMN_104811_P009_WF08	0	1226	0	1576	0	1360	0	692	3016	0	782	412	275	1234	3889	0	0	975	0	1334	0	1432	0	524	1140	0	0	975	0	297	0	0	0	1395	0	0	917	0	0	0	0	0	326	0	652	1167	0	440	0	0	0	0	0	894	598	0	0	790	0	0	0	0	0	0	0	0	0	0	920	0	0	344	0	438	935	212	1548	602	0	0	0	779	378	642	1392	0	0	249	0	245	0	1671	0	0	0	0	0	0	0	0	732	0	1256	0	0	290	0	293	0	1282	220	0	1775	0	0	234	1322	652	0	936	816	0	894	713	1336	208	505	969	541	1645	720	288	0	606	1978	0	231	0	0	292	708	0	0	0	0	0	1367	0	0	1674	0	280	216	236	0	0	285	0	1141	0	0	285	0	0	253	212	538	270	0	2260	832	391	0	1572	1540	1378	236	1152	924	1654	0	1222	0	0	0	0	0	842	225	487	913	0	0	0	0	0	253	1243	0	235	465	0	0	296	227	0	571	635	895	231	329	236	694	0	0	941	0	0	0	939	0	701	427	0	383	3521	957	273	0	850	0	624	0	0	0	230	0	0	309	0	0	763	1285	383	254	0	212	0	0	0	0	0	780	0	0	1623	0	0	0	0	0	227	379	0	1689	403	270	432	0	0	1804	0	228	0	327	0	0	0	0	373	1113	0	0	589	0	0	0	371	1752	0	0	0	245	290	0	0	751	1204	0	0	888	818	0	773	419	0	707	0	0	0	2565	612	0	0	1032	220	0	402	319	1419	1554	0	0	0	0	683	1869	1279	0	0	512	0	639	316	686	0	0	0	0	0	0	0	0	0	290	0	1145	0	447	0	464	1241	606	336	1172	0	0	1118	257	0	0	2032	0	243	0	1441	0	697	0	1661	0	1218	0	0	0	0	0	728	0	379	0
FMN_104811_P009_WF09	0	1426	192	1808	0	1676	0	755	2903	0	645	875	593	1323	4204	0	229	1073	0	1282	0	1541	0	238	1176	0	0	1104	0	507	0	256	0	2093	0	0	1241	0	246	185	0	262	257	0	718	1387	0	776	188	0	582	0	251	1099	865	0	0	828	0	0	0	256	0	215	0	0	0	0	1081	0	0	427	0	476	732	200	1413	880	0	0	0	645	411	701	1706	0	0	217	0	517	0	2064	0	0	0	0	0	0	0	0	733	0	1401	0	0	306	0	343	0	1155	532	0	1898	250	0	491	1528	956	0	876	1063	220	965	795	1662	630	559	776	280	1616	1034	288	249	621	2180	0	225	0	357	295	627	0	0	0	433	0	1345	0	0	1646	619	277	280	507	517	212	483	199	1212	0	0	236	0	0	290	633	640	0	329	2526	833	464	0	1625	2019	1869	242	1167	662	1804	0	1127	250	0	0	0	0	945	320	678	1197	0	0	0	0	0	251	1316	0	542	501	656	0	398	238	250	1004	658	1289	276	650	159	731	0	216	752	0	0	0	854	0	723	597	0	583	3699	898	686	184	850	0	543	0	343	191	221	0	0	271	0	0	420	1297	415	232	0	894	208	166	0	0	0	743	0	0	1664	0	257	0	0	0	189	364	0	1806	395	249	434	0	0	1910	0	217	0	394	0	0	0	550	716	1324	0	227	603	0	0	0	336	2020	305	0	229	288	517	0	0	833	1389	0	0	1252	1466	0	840	768	471	656	0	233	0	3327	580	0	0	1034	0	0	791	694	1502	1576	0	403	0	0	750	1805	1388	274	0	887	0	937	564	1013	0	0	0	0	0	190	0	0	0	291	0	1450	246	386	0	559	1373	654	322	1186	200	0	985	239	265	385	2174	0	405	0	1514	0	836	0	1808	0	1333	0	0	0	0	0	1247	0	261	0
FMN_104811_P009_WF10	0	1518	308	1855	222	2613	0	892	3400	212	916	1185	763	1452	5246	239	406	1269	0	1632	192	1788	287	930	1201	0	423	1355	0	1456	0	397	304	2262	0	0	1459	274	351	556	0	313	523	0	1200	1824	0	1766	265	0	994	237	473	1674	1170	0	0	1144	0	316	250	288	0	321	0	0	0	0	1124	473	0	611	0	611	1648	290	1772	1569	187	0	0	737	872	1053	1935	0	0	461	0	928	360	1913	510	245	0	0	0	236	0	773	1024	0	1735	793	209	395	0	585	0	1492	703	0	2008	567	223	768	3087	1797	0	1065	1420	816	1149	968	1716	836	734	1415	648	1844	1313	804	754	889	2201	0	731	514	498	467	900	0	242	285	607	509	1456	0	0	1484	992	611	861	1422	754	242	815	260	1501	0	0	508	0	0	1044	766	663	509	866	2631	1010	574	0	1778	2211	1919	1159	2994	1111	2104	412	1239	542	272	534	0	566	950	1033	1095	1346	0	294	0	0	0	369	1403	0	630	776	931	0	940	953	234	1375	820	1737	466	822	547	806	0	484	1087	0	236	270	1048	649	855	1653	0	552	4208	1370	921	298	1381	604	654	0	720	321	686	216	726	748	647	394	1156	1593	584	428	326	1491	330	455	0	0	0	892	222	0	1928	0	635	378	0	0	379	1016	0	2105	612	701	810	0	0	2092	0	352	0	465	259	0	0	580	1109	1621	0	317	805	0	314	0	478	2191	1233	0	347	742	602	0	0	1045	0	226	0	1929	2100	265	975	999	605	808	0	1067	0	3710	1042	630	316	1166	260	0	963	1277	1989	1905	0	536	0	228	1057	2037	1572	381	0	1154	0	1259	721	1691	275	0	0	0	246	883	327	608	0	413	0	1831	257	508	0	2274	1659	807	755	1270	663	204	1266	351	354	430	2242	0	499	0	1652	0	953	0	1924	0	1626	0	318	0	0	0	1723	1502	507	209
FMN_104811_P009_WF11	0	1354	213	1681	0	1846	0	704	2900	0	633	812	610	1374	4382	0	253	1094	0	1328	0	1614	184	558	1190	0	0	1174	0	522	0	311	226	2018	0	0	1234	0	0	440	0	0	285	0	669	1413	0	1054	0	0	589	0	315	1373	906	0	0	765	0	232	0	248	0	231	0	0	0	0	1060	0	0	377	0	490	904	270	1598	1207	0	0	0	673	450	743	1655	0	0	233	0	535	0	1578	0	0	0	0	0	0	0	0	726	0	1470	335	236	298	0	357	0	1370	460	0	1731	0	0	257	1494	985	0	779	1084	284	986	767	1561	570	621	882	453	1646	980	378	232	735	2152	0	213	0	358	371	714	0	0	0	449	0	1339	0	0	1721	404	423	656	534	293	0	503	0	1399	0	0	383	0	0	569	350	638	0	324	2527	906	572	0	1596	2081	1861	504	1459	888	1701	218	1089	0	0	0	0	0	920	273	394	1149	0	0	0	0	0	285	1307	0	689	591	777	0	382	451	218	946	642	1217	241	713	227	724	0	222	794	0	0	0	949	233	675	1047	0	440	3970	1318	614	0	1268	0	633	0	284	224	304	0	0	274	186	0	547	1300	419	219	0	445	251	216	0	0	0	742	0	0	1716	0	514	247	0	0	221	354	0	1951	276	0	490	0	0	1827	0	252	0	393	0	0	0	280	702	1467	0	274	634	0	0	0	265	1881	446	0	198	0	536	0	0	816	1456	0	0	1460	1407	0	819	796	431	666	0	228	0	3458	565	0	0	1172	227	0	750	922	1616	1540	0	417	0	0	574	1933	1448	333	0	887	0	853	592	1261	0	0	0	0	0	190	218	0	0	308	0	1504	0	382	0	846	1191	663	269	1077	174	0	958	177	236	375	2122	0	413	0	1527	0	705	0	1827	0	1262	0	0	0	0	0	1130	257	388	0
FMN_104811_P009_WF12	0	1508	271	1880	0	2562	0	927	3819	0	993	1269	764	1355	5106	280	632	1350	0	1682	271	1518	322	739	1236	0	261	1578	0	1537	0	311	0	2573	0	0	1577	0	498	632	265	441	620	0	1040	1761	0	2067	346	0	992	0	431	2010	1154	0	0	1452	0	384	0	444	0	348	0	0	0	253	1073	511	0	968	0	832	1802	369	1700	1906	0	0	0	1061	1036	1124	2022	296	0	579	0	959	307	1758	449	348	0	0	0	0	0	681	1060	0	1662	628	256	350	0	760	0	1415	1045	0	2059	547	346	688	1752	1348	0	896	1523	1017	1180	1109	1791	774	736	1521	668	1804	1005	894	811	875	2214	0	485	373	374	601	1066	0	0	0	598	0	1555	0	0	1867	1088	575	1000	1171	567	0	984	381	1575	0	0	518	0	0	1665	903	826	1046	1030	2653	1132	773	0	1850	2159	2007	1086	3241	1150	2062	327	1323	351	559	683	0	218	1567	458	1180	1013	0	319	0	0	0	310	1473	0	843	747	989	205	556	775	310	1423	889	1821	557	850	341	824	0	0	1174	0	400	0	1091	739	1004	1255	0	641	4054	1413	1361	377	1492	777	807	0	357	373	545	0	313	675	0	360	1002	1740	642	600	440	1780	379	405	0	0	0	895	285	0	2165	0	402	418	0	0	425	894	0	2211	558	722	770	0	0	2036	0	394	441	659	0	0	0	572	796	1603	0	435	847	0	293	0	582	2443	1601	0	291	1044	839	287	0	1088	1608	0	0	2088	2267	220	907	1041	647	826	0	1084	0	4001	1193	386	0	1086	500	0	895	1319	1734	2085	0	699	0	444	1376	1938	1655	503	0	1073	0	1108	1375	2137	0	0	0	0	241	634	346	0	0	589	0	1833	237	592	0	2418	1732	901	956	1237	906	0	1284	250	491	647	2291	0	484	0	1601	0	1328	0	1904	0	1847	242	0	0	0	0	1843	1299	590	0
FMN_104811_P009_WG01	0	1561	320	1954	0	2449	0	774	3967	0	820	1192	1201	1403	4855	279	353	1116	0	1537	268	1792	298	564	1298	0	255	1497	0	1074	253	360	260	2465	0	206	1425	210	483	509	247	220	635	0	1177	1579	0	1719	323	0	755	0	372	1587	1216	0	0	1309	0	268	301	354	0	360	0	0	0	0	1145	439	0	600	0	580	1611	285	1698	1736	0	0	0	752	647	931	1803	908	0	443	0	952	425	1681	460	0	0	0	0	223	0	570	735	266	1745	711	0	527	0	471	0	1461	750	0	2037	570	211	511	1492	1390	0	1117	1385	477	1159	1065	3248	691	677	1486	618	1709	1014	669	708	699	2167	0	382	0	460	517	918	0	0	0	572	0	1477	0	0	1765	914	720	897	1092	345	0	794	266	1553	0	0	630	0	0	1366	762	742	735	523	2602	1254	560	0	1745	2231	2014	757	2702	1005	2697	424	1154	218	249	308	0	0	1129	395	1006	1087	0	299	0	0	0	0	1384	0	455	676	1073	0	533	862	265	1436	794	1525	432	840	243	814	0	272	1103	0	236	0	1038	632	777	1268	0	670	4074	1349	833	0	1407	530	708	0	584	0	654	0	213	330	214	511	1160	1586	453	311	0	1259	363	416	0	0	0	996	0	0	2108	0	394	384	0	0	374	663	0	2053	285	538	642	0	265	2129	0	404	0	465	0	0	0	543	1443	1469	0	342	859	0	0	0	717	2441	1236	0	246	743	629	239	0	930	1615	0	0	1846	2092	271	963	1067	604	832	0	895	0	3804	884	369	318	1446	0	0	805	1050	1738	1976	0	419	0	222	1025	1950	1751	312	0	967	0	1263	893	1402	0	0	0	0	215	265	254	438	0	400	0	1750	258	487	0	1966	1649	638	805	1188	527	0	1363	396	350	390	2068	0	354	0	1619	0	1233	0	1950	0	2293	0	0	0	0	0	1870	1196	459	0
FMN_104811_P009_WG02	0	1591	419	2058	0	2873	0	1401	3985	0	1633	1223	1658	1761	5418	346	544	1372	0	1962	0	2004	518	742	1495	0	257	1925	0	1807	401	707	372	2805	0	322	1606	0	361	626	331	280	915	0	1510	2205	0	2383	281	0	1268	0	722	2058	1303	0	0	1247	0	399	586	422	0	345	0	0	0	0	1292	709	0	765	0	783	2088	571	1892	2266	0	0	625	1467	959	1237	2166	448	0	899	0	1206	361	1728	528	244	0	0	0	282	0	721	1512	454	2263	821	0	776	0	718	0	1748	799	0	2278	677	301	922	1907	2097	0	921	1855	733	1394	1297	1760	949	928	1952	1000	1891	1184	1395	920	989	2430	0	701	270	1020	645	1440	0	0	0	702	308	1666	0	0	2351	1183	945	961	2085	565	0	1077	533	1895	0	0	857	0	0	1688	846	1056	1233	717	2815	1211	810	0	2086	2634	2156	1224	3582	1381	2453	594	1577	0	875	356	0	0	1366	1039	1254	1127	0	382	0	0	0	0	1740	0	780	1154	1032	0	1075	893	436	1640	1013	1713	667	876	436	1087	0	0	1190	0	392	0	1333	740	1204	1559	0	784	4588	1456	1415	0	1813	259	973	0	391	0	1385	0	395	975	0	585	1266	2443	541	719	0	1730	482	598	0	0	0	1092	0	0	2635	0	515	608	0	0	638	1298	0	2600	778	1141	1088	0	362	2620	0	816	0	1193	0	0	0	732	1740	1896	0	355	1187	0	0	0	943	2480	1724	0	294	1112	733	315	0	1171	1802	0	0	2398	2350	0	1258	1327	813	1176	0	814	0	4199	1398	353	281	1134	0	0	942	2411	2469	2938	0	460	0	0	1590	2183	1962	437	0	1349	0	1359	1343	2654	0	0	0	0	0	0	306	0	0	767	0	2413	484	893	0	2994	2233	1148	1520	1448	1068	0	1343	450	394	707	2611	0	422	0	1971	0	1380	0	2147	0	2200	0	0	0	0	0	1986	1773	941	0
FMN_104811_P009_WG03	0	1564	452	2122	0	2390	0	885	3856	0	969	1263	779	1610	5652	346	869	1413	0	1660	0	2077	524	999	1478	0	262	1811	0	1910	0	555	388	2655	0	325	1698	0	412	649	420	519	598	0	1165	1451	0	2157	0	0	1144	0	684	1822	1282	0	0	1442	0	334	300	301	0	488	0	0	0	0	1442	459	0	1000	0	692	1248	446	1710	1825	246	0	432	1303	737	1032	2012	796	0	581	0	957	457	1935	534	0	0	0	0	352	0	696	1375	0	1986	392	319	621	0	818	0	1494	715	0	2114	611	259	909	1834	1619	0	1104	1735	804	1374	1125	1726	857	830	1659	713	1794	1473	917	872	870	2249	0	515	481	697	579	1074	0	365	0	708	0	1567	0	0	1800	1417	692	939	1229	504	264	928	810	1626	0	0	614	0	0	1445	902	898	743	530	2801	1145	616	0	1916	2319	1976	1200	3287	1278	2258	409	1404	0	346	833	0	292	1118	1035	1179	1549	0	554	0	0	0	0	1628	0	740	919	877	0	603	809	366	1898	889	1811	725	985	722	1229	0	0	1235	0	350	0	1185	510	1099	1590	0	618	4298	1486	1286	0	1489	367	768	0	706	229	956	0	384	823	0	528	1463	2112	610	715	0	1567	456	499	0	0	0	1101	0	291	2517	0	495	510	0	0	559	1512	345	2515	748	842	819	0	0	2642	0	431	214	559	0	0	0	670	1428	1813	0	457	894	0	0	0	627	2259	1552	0	0	1140	616	283	0	1154	1704	0	0	2276	2353	238	1109	1109	792	976	0	1278	0	3839	1394	446	341	1332	444	0	925	1453	1730	2456	0	695	0	261	1295	2034	1879	418	0	1200	0	1318	1451	2062	0	0	0	0	239	534	543	0	0	649	0	1692	230	677	0	2959	1836	928	1007	1332	952	0	1252	408	596	699	2505	0	769	0	1840	0	1348	0	2055	0	0	223	0	0	0	0	2080	1449	870	290
FMN_104811_P009_WG04	0	1633	520	2042	0	3537	0	909	3905	0	1117	1360	955	1483	5513	278	482	1413	0	1607	0	2069	307	806	1521	0	396	1685	0	1590	0	835	355	2605	0	225	1581	310	377	617	238	257	902	0	1209	2214	0	2473	390	0	1251	0	432	1945	1459	0	0	1499	0	300	0	390	0	653	0	0	0	0	1189	597	0	637	0	742	1814	404	1864	2224	0	0	0	1104	905	944	1953	0	0	783	0	1023	314	1897	0	430	0	0	0	363	0	534	1305	0	2145	0	247	525	0	587	0	1553	850	0	2234	676	0	776	1714	1849	0	1245	1904	751	1193	1263	1816	810	745	1617	750	1745	1449	1048	868	970	2406	0	414	468	574	595	1011	0	312	0	640	594	1532	0	0	1967	1151	648	1128	1362	700	0	983	622	1633	0	0	630	0	0	1115	789	775	1044	943	2627	1173	815	0	1823	2314	1987	840	3408	1320	2277	382	1330	330	295	574	0	276	1314	650	1086	1492	0	0	0	0	0	0	1609	0	822	815	1017	0	906	879	646	1537	952	1742	560	953	338	965	0	416	1338	0	277	241	1016	764	938	1505	0	862	4372	1523	1359	403	1530	996	744	0	753	332	874	0	907	953	745	332	1206	1995	782	536	474	1392	602	687	0	0	0	1206	357	0	2154	0	925	272	356	0	532	572	0	2348	774	1024	872	0	255	2409	0	606	0	573	0	0	0	770	1884	1620	0	401	956	0	287	247	569	2327	1589	0	488	1194	589	0	386	1120	1757	0	0	2272	2288	0	973	1077	739	860	0	1313	0	4005	1274	466	483	1274	582	0	941	1219	2051	2283	0	715	0	359	1111	2080	1704	522	0	1438	267	1282	1200	2677	228	0	0	0	517	600	352	263	0	565	0	1906	371	550	0	2222	2030	808	1294	1281	799	0	1354	431	565	638	2465	0	561	232	1862	0	1281	0	1996	0	1989	0	808	0	0	0	2140	1610	650	500
FMN_104811_P009_WG05	0	1421	0	1867	0	1193	0	575	2224	0	794	1115	431	1403	3459	0	257	1119	0	1451	0	1635	0	0	1106	0	0	1163	0	225	0	0	0	1579	0	0	1290	0	0	487	0	0	0	0	0	911	0	666	0	0	635	0	0	1425	966	0	0	1086	0	0	0	0	0	0	0	0	0	0	1120	338	0	513	0	426	742	0	1869	1532	0	0	0	760	550	588	1600	228	0	453	0	0	0	1706	214	0	0	0	0	0	0	0	695	0	1318	0	0	244	0	0	0	1186	0	0	1912	249	0	363	1487	1174	0	973	1149	228	594	234	1580	693	696	210	648	1712	1088	258	759	645	2157	0	223	0	0	267	846	0	0	0	416	0	1209	0	0	1761	944	473	754	329	0	0	0	0	1525	0	0	0	0	0	613	290	796	0	0	2605	884	424	0	1753	2234	1918	322	377	964	1409	0	1169	0	0	0	0	0	965	265	0	1104	0	252	0	0	0	0	1255	0	439	548	0	0	499	307	0	1153	615	881	356	410	0	695	0	0	971	0	0	0	899	0	0	208	0	611	3868	635	0	0	1113	0	490	0	0	0	373	0	0	0	0	386	271	1298	408	0	0	570	274	0	0	0	0	823	0	0	1760	0	0	209	0	0	249	0	0	1435	298	258	542	0	0	2032	0	0	0	236	0	0	0	546	809	1083	0	0	712	0	221	0	0	1986	0	0	0	0	404	0	0	780	1546	0	0	1327	1750	0	602	301	321	734	0	327	0	3200	869	0	0	1102	0	0	780	1053	1570	927	0	428	0	0	805	1942	1560	368	0	906	0	1074	665	986	0	0	0	0	0	0	0	0	0	0	0	1508	0	419	0	616	1071	699	0	1058	0	0	901	0	0	0	2112	0	433	0	1571	0	746	0	1781	0	1615	0	0	0	0	0	339	0	410	0
